Fur,Size,Shape,Ears,Tail,Vocal,Behavior,Legs,Eyes,Habitat,Class
-1.22,-0.3,1.04,-1.16,0.49,1.17,1.75,-1.93,-0.06,0.28,rabbit
0.78,-0.66,0.61,0.56,1.0,-0.3,-1.88,0.46,1.69,1.58,rabbit
0.76,-0.03,-1.95,0.54,-0.67,-0.77,1.38,0.85,-0.09,-1.16,cat
0.54,0.72,-0.02,-1.08,1.26,0.98,2.53,0.07,0.02,0.97,rabbit
-1.13,0.06,1.02,-0.92,0.29,-0.63,0.3,-1.41,-0.55,0.0,dog
1.54,-1.15,-1.09,1.7,0.61,-1.88,0.5,0.24,-2.14,-0.37,rabbit
0.74,-1.72,-0.64,0.0,1.14,-0.07,-1.33,-1.5,0.08,0.61,cat
-0.62,-0.15,-0.58,0.98,3.12,-0.44,-1.17,0.06,-1.35,-1.37,rabbit
-0.75,1.25,0.51,-0.3,0.49,-0.08,1.13,1.52,2.19,-1.4,rabbit
-1.53,-0.76,-0.78,0.78,-0.32,-0.19,-0.16,1.1,1.64,0.43,cat
-1.22,0.06,0.61,-0.35,0.37,0.1,-0.34,-0.06,-0.2,-1.97,dog
1.14,-1.74,-1.29,1.81,-0.25,1.23,-0.54,-0.53,0.97,-0.59,rabbit
-1.2,-0.51,1.62,0.53,-0.79,-1.43,-0.71,-0.98,1.3,-0.28,cat
1.54,1.29,0.45,0.25,0.34,0.05,-0.09,-1.0,0.27,-0.45,dog
0.41,-0.46,-0.23,0.74,-1.01,0.57,0.15,0.18,0.55,-1.49,dog
-0.02,0.44,0.75,0.15,0.26,-0.13,-0.16,0.35,0.11,0.87,dog
1.18,-0.43,0.08,-2.14,1.25,1.81,0.32,-0.97,1.65,0.15,rabbit
0.96,0.35,0.33,-0.76,-1.17,-1.1,-1.62,0.68,1.11,1.29,cat
-0.82,0.6,1.09,0.36,-0.98,0.78,0.66,-0.53,-0.1,1.36,dog
-0.36,-0.48,0.04,-1.12,1.61,-0.15,-1.46,-0.91,-1.97,0.36,cat
0.25,0.34,0.32,-0.58,-0.82,0.15,-0.39,1.04,1.16,-0.47,dog
-0.27,-0.35,0.59,-0.63,0.46,2.98,0.55,0.36,-0.18,-0.64,cat
-0.02,0.1,-0.06,0.17,0.65,1.3,-0.41,-1.33,0.62,1.57,dog
-0.05,-0.53,0.17,1.33,0.49,-0.47,-0.46,0.05,0.98,0.33,dog
1.2,-1.83,-0.49,1.15,-0.29,1.16,-0.14,0.29,1.45,-1.24,rabbit
-0.69,0.16,-1.51,0.16,1.08,-2.06,-0.59,0.78,-0.06,1.77,rabbit
-0.69,-0.4,-0.69,-0.85,-0.67,-0.01,-1.12,0.23,1.66,0.74,dog
0.32,0.19,-0.89,-1.32,0.28,-0.68,1.77,0.96,1.15,1.95,rabbit
-1.1,1.14,0.9,0.5,0.9,-0.68,-0.12,-0.94,-0.27,0.53,dog
0.72,-2.55,-0.19,-0.27,0.6,0.35,0.41,0.32,-1.19,-0.87,cat
-0.59,-0.06,-0.7,-0.76,-0.71,-0.19,0.51,-0.51,-0.34,0.38,dog
-0.71,-1.52,1.38,-2.55,0.41,-0.05,-0.39,0.04,0.3,-1.16,rabbit
2.42,-0.67,0.92,-0.31,0.53,-0.18,2.21,-0.32,0.79,0.61,rabbit
1.16,-0.27,-1.66,1.64,1.32,-0.09,-0.5,-0.94,-0.12,-0.09,cat
0.03,-0.85,-0.31,-0.03,-0.8,2.6,0.22,1.05,1.67,2.0,rabbit
-0.87,0.94,-0.84,0.26,0.29,0.31,-0.16,-0.26,1.75,-0.96,dog
1.61,-0.64,-0.37,-0.39,0.2,0.53,-0.26,-0.69,0.04,1.38,dog
0.31,-2.52,-0.87,0.86,-0.59,1.01,1.28,0.85,1.14,-2.44,rabbit
-0.55,-1.17,0.48,-0.19,-0.56,-0.03,-1.27,1.47,-0.98,-1.11,cat
0.48,0.67,0.1,-1.56,0.96,-1.54,-0.32,-1.42,-0.17,1.46,cat
0.27,-0.06,0.36,1.98,-1.98,-0.55,-0.77,0.29,0.16,-0.09,cat
-0.61,0.24,0.41,-2.1,-2.11,0.79,-1.03,0.44,0.35,0.18,rabbit
0.44,1.04,-0.85,0.29,1.76,0.47,-0.46,-0.79,0.11,2.06,cat
1.23,2.07,-1.02,0.55,-0.43,-0.56,0.28,0.86,-1.3,1.05,cat
-0.3,0.86,1.88,2.3,0.77,0.29,0.39,0.08,-0.58,1.58,rabbit
-0.92,-0.69,-0.99,0.4,0.64,0.53,-2.52,0.28,0.07,-0.8,cat
0.41,1.99,-0.55,-0.7,1.05,-1.28,1.07,-0.11,0.25,-0.18,cat
-1.07,1.01,-0.16,0.38,-1.14,-1.17,-0.43,-1.23,-1.73,2.84,rabbit
1.5,-0.12,-0.48,0.55,1.22,-0.31,-1.16,0.36,-0.72,0.2,dog
-2.68,0.4,1.19,2.93,-0.94,1.3,0.08,-0.05,1.21,-0.41,rabbit
-0.08,-0.24,1.24,-0.02,-0.66,0.01,-1.27,2.15,-0.59,-0.28,cat
-1.7,-0.5,-0.14,0.55,-1.79,-0.75,0.08,0.11,1.56,-0.71,cat
-1.78,-0.59,1.13,0.61,-0.83,-1.97,0.74,0.46,-0.83,0.7,rabbit
0.62,1.59,-2.2,1.62,-0.21,0.21,1.0,0.23,1.7,-1.66,rabbit
-3.26,0.59,-0.07,1.4,-0.08,-0.19,0.32,1.76,0.6,0.33,rabbit
0.47,0.72,1.32,0.05,0.75,0.33,-1.5,1.15,-0.41,-2.05,cat
2.3,-0.25,-1.84,0.9,0.59,-0.46,-0.01,-0.18,0.75,0.65,cat
0.32,0.88,-1.02,1.34,-1.4,0.43,0.7,1.2,-1.99,-0.61,rabbit
-0.03,1.22,0.11,-0.56,1.47,1.29,-0.32,-0.62,0.5,-0.12,dog
-1.04,1.69,-0.33,-0.11,0.21,-1.91,0.7,0.13,0.74,1.45,cat
0.31,-0.55,-0.09,-1.9,0.6,-1.01,-0.49,0.58,-1.47,0.99,cat
-0.07,0.48,-1.17,1.2,1.26,-0.4,1.39,0.61,0.06,0.81,cat
-0.02,-1.66,-1.84,-1.26,-0.09,-1.33,1.34,0.94,0.45,-0.51,rabbit
0.09,-1.46,-1.84,0.34,-1.78,-0.8,1.0,0.33,-0.85,-0.01,cat
0.11,1.56,0.07,-0.1,-0.08,0.59,1.38,-0.46,0.98,0.5,dog
0.95,-0.95,0.17,-0.45,0.16,-0.46,1.29,-0.82,1.42,-2.11,cat
0.88,-0.21,1.69,0.54,-0.03,1.06,0.64,-0.25,0.58,-1.02,dog
0.27,0.77,0.03,1.76,-2.03,0.86,0.7,0.77,1.75,1.33,rabbit
-0.73,-0.28,0.26,-0.44,0.28,-0.48,1.27,-1.09,1.1,-0.71,dog
-1.77,-1.89,0.99,-0.06,1.45,-0.83,0.92,-0.66,-0.66,1.09,rabbit
0.55,0.8,-0.25,0.09,-0.66,0.55,0.77,0.69,-1.11,1.33,dog
-0.1,-0.45,0.64,-0.51,-0.36,2.19,-0.56,0.29,-0.81,1.03,cat
-1.69,-0.86,0.47,0.24,-1.82,-0.38,1.5,-1.29,0.08,0.23,rabbit
-0.56,0.39,0.23,1.71,-0.45,-0.43,-0.33,-0.66,-1.43,1.42,cat
-0.06,0.15,-2.32,-0.95,-0.86,-0.98,-0.15,1.9,-0.1,-0.02,rabbit
1.69,-0.19,0.5,1.05,1.12,-0.73,0.58,0.56,0.01,1.32,cat
-1.47,-1.32,-0.04,-0.89,0.38,0.33,-0.72,0.68,-0.65,-0.12,dog
1.06,-0.12,-1.29,1.27,1.66,1.63,-0.24,1.27,-0.0,-0.69,rabbit
-1.12,-0.62,0.26,-1.2,-1.0,-1.55,0.4,-0.82,0.32,-1.29,cat
0.99,0.19,0.72,-0.21,-0.4,-0.39,-0.76,-0.26,0.76,0.08,dog
-0.29,-0.82,-0.18,-1.47,0.88,0.14,-0.98,-0.28,0.67,0.94,dog
0.81,-0.18,-0.26,0.59,-0.94,-0.05,-1.28,0.44,-0.26,-1.55,dog
1.08,-0.03,-0.0,-1.1,-1.0,0.55,-0.1,0.06,0.65,0.52,dog
1.16,-1.16,0.36,-0.87,-0.5,-1.02,0.01,0.54,0.08,-1.19,dog
1.54,1.85,0.73,0.17,-0.41,-0.59,-1.51,-1.1,-0.2,-1.94,rabbit
0.84,1.54,0.76,0.88,-0.88,-0.87,-1.44,1.23,-0.25,1.4,rabbit
2.05,0.15,-0.63,0.55,1.46,0.97,0.31,-0.16,1.25,-1.4,rabbit
-1.39,2.03,-0.68,-0.75,1.06,1.02,0.0,0.04,-1.52,-0.31,rabbit
0.45,0.12,-2.18,0.94,0.45,0.24,0.2,0.09,1.1,-1.6,cat
0.24,0.2,0.66,1.79,-0.12,-1.23,-1.18,-0.67,-1.67,0.83,cat
2.21,-1.55,-1.07,-0.39,-0.74,0.78,1.03,-1.21,0.29,0.19,rabbit
-1.81,-0.12,-2.61,0.9,0.5,-1.48,0.36,-0.0,-0.53,-1.16,rabbit
0.3,0.03,-1.1,-1.04,-1.7,0.63,-1.27,1.1,-1.09,1.12,cat
-0.54,-0.56,0.09,0.39,0.87,0.22,-0.07,-0.4,-0.95,2.73,cat
-1.03,-0.24,0.61,0.87,-0.04,1.41,-0.38,-0.32,0.36,-0.72,dog
-0.77,0.75,-0.6,0.75,0.03,-0.86,-0.07,2.11,0.06,-0.79,cat
1.42,1.33,-1.53,-0.6,2.06,-0.39,-0.3,0.36,-0.63,-0.19,rabbit
-0.52,-0.86,1.25,0.24,-0.09,-0.07,0.75,-0.22,-0.5,-0.3,dog
0.24,0.35,-0.4,0.37,-1.79,0.4,1.3,-1.68,0.16,-0.22,cat
-0.3,-2.07,0.58,-0.36,1.52,-0.56,0.07,1.11,1.27,-0.05,cat
0.66,0.03,-1.63,1.66,-0.68,-0.67,0.39,-0.96,1.32,-2.04,rabbit
0.4,1.12,-1.13,0.87,-0.3,0.27,1.21,0.04,-0.44,-0.62,dog
0.5,1.54,0.4,-0.59,-1.1,-0.09,0.43,0.72,0.87,-0.27,dog
0.72,0.82,-2.98,-2.4,1.8,1.51,0.19,0.0,1.25,-0.07,rabbit
0.23,-0.85,0.02,-2.71,-1.07,0.53,-0.31,-2.22,-1.5,0.8,rabbit
1.11,-0.54,1.81,0.19,-0.88,1.96,-0.57,-2.46,1.96,-0.39,rabbit
-1.0,-1.43,0.03,-0.28,-0.7,-2.29,-0.37,0.75,-0.33,-0.7,cat
1.03,0.67,-0.61,-1.65,0.31,0.45,1.0,-0.96,0.06,-0.43,dog
0.17,-0.56,-0.36,-0.04,-1.48,-0.24,0.53,1.12,0.59,1.97,cat
0.12,-0.99,1.95,-1.05,1.12,-1.0,1.42,-2.27,-0.63,0.0,rabbit
0.95,0.69,0.63,0.07,0.17,-0.25,-0.1,-1.2,0.22,0.5,dog
0.62,-0.26,-1.43,-0.1,-0.91,-0.8,-0.09,-0.65,0.06,0.91,dog
0.18,-1.2,0.19,0.27,-1.69,1.05,0.9,0.73,-0.29,-0.34,dog
0.35,0.05,1.82,-0.71,-0.28,-0.55,-1.3,-1.08,0.28,0.05,dog
0.92,-2.45,0.14,2.02,-0.62,-0.32,0.95,-0.76,1.16,0.54,rabbit
1.17,-2.93,-0.48,-1.32,-0.37,0.21,0.12,-0.46,1.58,-0.92,rabbit
-1.44,1.83,0.44,-0.53,-0.53,-0.4,0.36,-0.16,0.54,0.98,cat
0.12,-0.92,0.57,-0.46,0.14,-0.95,-0.52,-0.32,1.48,-0.87,dog
1.27,-0.3,0.54,0.46,1.34,-0.25,-0.26,-0.29,-0.47,-0.59,dog
-1.46,-1.11,-0.25,0.28,0.89,1.1,0.07,-0.36,0.95,0.65,dog
1.07,-1.44,0.08,-0.65,-0.16,0.4,-2.5,0.62,-0.72,0.12,cat
-1.3,0.23,-0.31,0.24,0.94,-0.12,2.0,1.56,-0.24,0.17,cat
0.37,0.04,0.86,-0.06,0.28,-0.38,0.4,0.33,1.38,1.33,dog
0.64,0.56,-1.27,0.56,0.33,-1.24,-0.22,0.75,0.04,0.98,dog
-0.02,0.87,-2.36,1.71,-0.9,2.06,0.97,0.5,0.9,0.01,rabbit
0.29,0.56,-0.21,-0.65,1.53,0.04,0.14,0.65,-0.6,-2.36,cat
-0.42,0.34,1.02,0.59,0.46,-1.22,0.45,0.17,-1.42,0.91,dog
-0.75,-0.12,-0.71,0.24,-0.24,1.37,-0.84,-0.07,0.47,0.24,dog
2.09,-0.85,0.81,-1.08,-0.64,1.26,2.25,-0.49,-0.27,0.46,rabbit
1.38,2.07,0.43,-1.32,0.14,0.26,1.04,0.25,0.56,-0.92,cat
-0.78,-0.44,0.1,0.92,0.06,0.21,0.02,0.18,-1.12,0.08,dog
-0.01,-1.2,-1.76,-1.57,-0.57,-1.35,1.78,0.1,0.32,-1.52,rabbit
2.54,1.15,-0.47,-0.92,1.11,-1.93,0.88,-0.25,-2.17,0.29,rabbit
0.93,-0.42,0.18,0.93,0.55,-0.43,-1.01,-0.27,-1.38,-0.55,dog
1.08,-0.01,-0.59,-1.25,-0.77,-0.25,1.2,-1.27,1.04,-0.09,cat
-0.54,-2.04,0.23,-0.06,0.06,-1.34,0.14,0.03,-0.07,0.25,dog
2.07,-1.47,-0.83,-0.88,-0.28,1.62,0.01,-0.69,0.62,-0.6,rabbit
0.01,1.69,-0.47,1.79,-0.59,0.01,-1.16,-0.03,-0.21,-1.11,cat
-0.54,0.67,1.05,-0.51,2.02,0.54,0.04,-0.98,0.78,0.02,cat
-1.19,-0.81,-0.1,0.09,-0.97,-0.52,-0.23,-1.69,0.63,-0.75,dog
-1.18,-0.08,-0.84,0.06,1.17,-0.34,-0.72,0.74,-1.0,0.3,dog
-0.05,-0.11,-0.15,-0.83,-2.16,0.57,-1.5,-0.03,-1.07,0.24,cat
0.97,0.15,-1.39,-0.08,1.36,-1.65,2.29,0.2,0.08,-0.75,rabbit
0.75,-1.47,-0.25,-0.29,0.2,-0.22,-0.75,0.39,-0.39,-2.1,cat
0.78,-0.12,-0.2,1.87,-0.42,-0.48,-1.95,-1.4,0.45,-0.69,cat
0.2,-0.47,-0.53,-0.22,1.59,0.54,1.38,-1.26,-0.49,0.07,dog
1.27,-0.25,0.49,0.39,0.79,-0.04,1.09,-0.53,1.05,1.22,dog
0.23,0.22,-1.44,-1.37,0.03,-0.34,-0.62,-0.16,-0.93,-0.18,dog
-0.53,1.12,0.67,-0.72,1.1,-0.9,-0.82,0.72,-0.63,-0.59,dog
-0.21,-0.42,0.06,-1.44,1.18,1.57,-0.22,-0.25,-0.4,-0.0,dog
-0.12,1.72,-1.2,0.87,-1.01,-0.38,-2.13,-0.38,-0.84,0.14,rabbit
0.8,0.33,1.91,0.37,1.21,-0.32,-0.68,0.32,-0.11,-0.12,dog
0.11,1.58,0.63,0.53,-1.08,1.66,1.69,-1.53,1.12,0.05,rabbit
0.41,0.16,2.26,0.76,-0.6,-0.03,-3.1,0.92,-0.58,-0.71,rabbit
-0.86,-0.17,-1.14,-1.13,0.58,0.21,-1.03,1.19,-0.57,0.25,dog
0.36,0.54,-0.45,-0.45,-0.94,-1.12,0.24,-1.59,0.37,1.89,cat
0.59,-0.26,0.06,-0.5,-1.98,1.69,-1.11,-1.23,-0.62,-1.29,rabbit
-0.73,-0.0,0.5,1.27,-0.38,-1.06,3.03,0.69,-0.99,-0.12,rabbit
-0.31,-2.43,1.04,2.19,0.44,-0.1,-0.14,-0.12,0.02,-1.12,rabbit
1.0,1.63,0.14,0.4,-1.2,-0.03,0.92,0.97,0.01,0.02,dog
-0.31,-0.75,0.32,2.26,-0.72,-0.55,0.23,-0.79,-1.36,-1.36,cat
-0.1,-0.42,-0.14,0.99,0.91,0.52,-0.84,0.78,0.68,1.17,dog
-1.14,-0.46,2.04,-1.53,0.31,1.17,-0.04,0.81,-0.99,2.06,rabbit
-0.54,1.72,-0.87,-0.04,-1.51,0.76,-0.12,0.19,0.83,1.02,cat
0.22,-0.05,-1.19,0.36,-0.77,1.39,0.76,0.45,0.81,0.15,dog
0.93,0.41,0.87,0.93,-0.22,0.83,2.16,2.0,0.76,1.69,rabbit
0.26,-0.49,0.09,-0.44,0.32,0.41,-1.41,1.13,0.75,1.47,dog
0.86,-0.48,-0.66,0.07,-1.88,0.09,0.5,-0.93,-0.43,-1.26,cat
-0.62,1.06,-0.7,0.35,-0.5,-1.32,0.19,-1.38,1.37,-1.14,cat
-1.27,0.94,1.1,-0.3,0.23,-0.05,-0.17,0.77,-0.99,-0.72,dog
1.35,-1.63,0.03,0.67,-0.5,-0.4,0.76,-0.11,1.05,-0.38,dog
-0.53,-0.63,0.1,-0.91,-0.46,1.0,0.26,0.58,0.94,0.76,dog
-0.42,-0.73,-1.57,1.01,-2.23,-1.7,-0.28,1.23,1.31,-1.15,rabbit
0.21,0.98,-2.09,0.13,-1.14,0.75,-1.26,-1.22,1.31,-0.79,rabbit
1.08,-1.36,-0.25,0.89,-0.12,0.02,0.1,1.45,-2.06,0.39,cat
-0.11,-0.26,-1.21,-0.82,-0.09,1.73,1.94,-0.44,0.86,-1.12,cat
-0.38,1.11,-0.83,-0.45,0.39,0.19,0.01,-1.74,-1.25,-0.65,dog
0.25,0.54,-0.2,-1.35,-0.57,0.92,0.38,-1.21,0.53,0.84,dog
0.87,-1.05,-0.61,0.42,-1.54,-1.03,0.33,0.81,0.27,-0.08,dog
-1.42,-1.42,1.03,1.4,-0.68,0.14,-1.46,-1.24,-0.48,-1.77,rabbit
0.58,-1.47,-1.25,1.79,-2.31,0.99,-0.92,-0.24,0.03,-1.21,rabbit
0.59,0.61,-0.65,-0.4,0.37,-1.04,1.96,-1.78,-2.28,-0.24,rabbit
-0.65,-0.12,-1.61,0.09,-0.69,0.29,0.09,1.8,0.98,-1.18,cat
1.07,-0.34,0.46,2.43,-0.45,1.63,-1.52,1.27,0.35,-1.08,rabbit
0.83,1.11,-0.61,-0.22,0.62,2.36,0.02,1.57,0.07,-0.15,cat
-1.43,1.66,0.31,-1.09,-0.27,1.5,-2.29,1.01,-1.65,-0.48,rabbit
0.16,-1.06,-0.2,0.28,-0.15,1.89,-0.55,-0.55,-0.87,0.74,dog
1.97,0.65,0.03,-0.19,-0.78,-0.42,1.28,-0.23,-0.2,0.38,dog
-0.29,-0.34,-1.4,0.33,0.2,0.99,0.16,0.25,1.93,-0.25,dog
0.57,-0.14,0.61,-0.67,0.03,-0.52,1.68,0.16,0.23,-0.3,dog
0.66,-1.31,1.0,0.87,1.39,-0.59,0.19,0.86,0.32,-0.43,dog
0.79,1.49,0.74,0.26,-0.73,1.66,1.06,0.32,0.67,0.26,cat
-1.68,-1.88,-0.25,1.1,-0.07,0.31,-0.4,0.71,0.34,-1.24,cat
1.16,1.72,1.95,1.71,1.36,-0.74,-0.36,-0.36,-0.57,0.04,rabbit
-0.01,-0.38,-0.52,0.03,0.95,1.09,0.77,0.29,1.06,0.18,dog
-0.56,0.94,-1.94,0.35,-0.24,0.73,0.52,-2.78,0.58,0.32,rabbit
-1.26,1.79,-1.15,1.28,0.92,-0.28,-1.47,-0.66,-0.32,0.93,rabbit
1.38,0.64,0.06,0.41,1.25,-0.13,0.7,-0.74,0.38,-1.27,dog
0.23,-1.42,-1.09,1.29,0.14,-1.37,-0.16,-0.79,-0.3,1.06,cat
-0.16,-0.51,1.52,1.31,0.49,-1.21,0.99,0.15,-0.97,1.41,cat
-0.19,0.23,0.43,0.91,-0.95,-0.42,1.01,0.39,0.45,1.13,dog
-0.59,1.11,1.2,1.7,0.21,-0.46,-0.54,0.15,-1.15,-2.0,rabbit
0.67,-0.73,-2.11,1.16,-1.55,0.42,-0.42,-0.06,0.03,2.46,rabbit
0.0,-1.81,0.13,1.23,-0.32,-1.34,-0.8,-0.57,-0.28,0.38,cat
0.55,0.34,-1.11,-0.1,0.07,-0.99,0.14,-0.51,-0.2,-0.65,dog
-0.48,1.41,-0.23,-0.03,-0.19,0.45,0.56,-1.07,-0.55,-0.36,dog
0.15,0.04,1.12,-0.56,0.23,2.02,0.18,-0.19,1.42,-0.37,cat
1.21,-1.31,-0.98,-0.12,0.67,-1.8,-1.47,-0.72,1.34,-0.63,rabbit
-1.25,1.46,0.52,-0.26,0.15,0.58,0.83,0.83,0.55,-0.48,dog
-0.46,0.23,0.06,0.54,0.32,1.53,1.03,-0.37,0.16,-0.32,dog
0.02,-0.12,1.2,0.26,-0.78,-0.22,-0.38,0.06,0.55,0.53,dog
-1.54,-0.18,-0.33,-0.61,1.64,-0.74,0.34,-0.2,0.02,0.29,dog
0.14,1.08,0.08,-1.72,0.84,-1.09,1.32,0.48,-0.56,-0.02,cat
0.31,-0.08,-1.9,-0.97,0.94,1.31,0.44,-1.27,-1.47,0.63,rabbit
1.99,1.3,-0.59,0.05,2.48,-1.78,0.4,2.0,0.15,-0.55,rabbit
0.3,-0.8,-2.16,0.41,-0.6,-0.65,-0.73,1.98,-0.58,0.33,cat
0.44,-1.38,-0.54,0.94,-2.4,1.11,-0.09,-1.34,0.59,1.5,rabbit
1.45,-0.38,-1.77,-1.9,0.54,1.38,-1.64,1.58,-0.31,1.07,rabbit
-1.23,-0.83,-1.09,1.6,-1.68,-0.24,-1.77,1.65,-1.44,-0.21,rabbit
0.27,0.09,-0.68,0.56,-0.72,0.6,0.85,0.52,-0.21,-0.03,dog
-0.56,-0.74,1.15,0.14,-1.54,-0.31,0.17,0.61,1.12,-0.18,dog
0.04,2.04,-0.32,0.47,0.01,-1.24,-1.08,0.93,-0.21,-0.8,cat
-0.2,-0.08,1.3,0.14,2.08,0.38,-1.09,1.13,-0.09,-0.49,cat
1.38,-0.61,0.35,-0.48,-1.14,-1.11,-0.16,-0.14,1.31,-0.07,dog
0.32,0.44,0.83,1.12,-1.1,-0.11,0.79,-0.15,0.25,0.23,dog
-0.61,-1.22,0.32,-1.11,0.33,-0.22,-1.54,-0.66,-1.14,0.4,dog
0.54,-0.52,-0.5,0.19,0.58,-0.31,-1.26,-0.31,0.19,-0.0,dog
0.77,0.63,1.53,0.24,-1.23,0.18,0.97,0.12,-0.99,-0.41,dog
1.16,-0.04,0.15,-0.98,-1.54,2.08,-0.06,1.58,-0.16,-0.81,rabbit
-0.1,-0.27,1.75,-0.18,-0.2,-0.39,2.15,2.14,0.97,-0.19,rabbit
-0.25,-0.98,1.84,1.41,-1.21,0.81,0.41,-0.07,-1.15,-1.41,rabbit
-1.88,0.58,0.1,1.18,-0.79,-0.13,-0.96,-0.84,0.63,0.54,cat
0.39,-1.74,-1.16,0.53,0.1,1.57,1.15,-0.78,-0.33,-0.45,cat
-0.32,-0.2,1.42,0.61,-0.04,0.91,-0.54,-0.26,-1.28,-0.43,dog
-0.92,1.69,0.32,-0.62,-0.48,3.74,1.34,-1.64,-0.46,0.72,rabbit
0.28,1.11,1.26,-0.01,1.73,-0.04,1.5,0.63,0.75,-0.23,cat
0.73,0.64,0.37,1.77,1.22,0.82,-0.7,-0.44,0.79,0.16,cat
1.48,0.34,0.53,-0.01,0.53,-0.56,1.1,-1.35,0.7,-3.17,rabbit
-0.03,0.45,0.09,0.6,0.68,0.26,-0.22,0.83,0.46,2.38,cat
0.33,-2.23,-0.07,-0.85,-0.31,1.5,-1.49,-0.72,-1.25,-0.05,rabbit
-1.13,-0.23,0.38,0.26,-0.21,-1.75,-0.88,1.24,0.1,-1.0,cat
-1.61,-0.79,2.03,-1.32,1.67,1.54,0.71,-1.13,-0.89,-0.98,rabbit
1.37,0.86,-0.59,1.7,-0.09,0.85,-0.4,0.14,-0.85,0.01,dog
0.21,0.26,-1.9,-0.31,-1.71,0.52,-0.86,-0.4,-0.76,-1.17,cat
0.93,-1.29,-1.5,-0.47,0.62,0.91,0.66,-0.16,0.76,-1.31,cat
1.34,1.66,0.61,-1.16,0.12,0.82,-0.83,-1.21,0.01,0.11,cat
0.22,0.16,-1.65,0.92,0.52,-0.56,1.23,1.48,-0.61,0.73,cat
-1.04,-1.24,-0.76,2.44,0.42,2.57,0.72,1.94,-1.29,-1.42,rabbit
0.51,-0.26,0.94,0.39,0.18,1.22,-0.43,1.72,0.16,2.98,rabbit
1.05,0.53,-0.43,0.23,-0.26,-0.69,-0.48,1.37,0.91,-0.09,dog
1.31,0.77,0.81,1.0,0.32,1.24,0.29,0.11,-0.8,-0.11,dog
-0.85,-1.39,-1.4,-0.17,1.34,0.61,0.87,-0.32,2.22,0.14,rabbit
0.84,0.35,0.08,0.42,0.04,0.37,-0.08,-1.88,1.65,-1.57,cat
0.48,-1.11,0.42,1.62,-0.88,0.3,0.77,-1.69,1.64,-1.04,rabbit
0.59,-0.1,-0.1,1.6,-1.46,-0.85,-0.79,-0.17,0.53,0.07,dog
0.23,-0.91,2.48,0.23,-0.14,-0.54,-0.8,0.93,1.54,1.38,rabbit
-1.22,0.45,-0.7,0.72,0.93,-1.13,-0.07,0.26,2.34,-1.14,rabbit
-0.33,0.83,0.25,-0.82,1.4,-0.05,0.14,-1.99,-1.01,-0.09,cat
0.54,0.51,0.82,-0.76,-0.24,-1.88,-0.05,-0.87,0.41,0.36,dog
0.98,1.07,-1.1,0.84,-1.04,0.73,-1.9,-1.12,-0.51,-0.17,cat
0.22,-1.07,1.81,1.64,0.06,0.82,0.28,-1.58,0.53,0.79,rabbit
-0.43,0.05,-0.42,-0.29,0.16,-0.13,-1.26,-0.72,0.8,-0.01,dog
0.4,2.18,0.61,-0.18,-0.23,0.11,0.31,1.39,-2.28,-0.1,rabbit
-1.41,0.74,0.98,0.44,0.93,1.96,0.73,-0.37,-1.09,0.22,cat
-0.43,-0.67,0.27,-0.46,-0.16,-1.12,-1.49,-1.33,-0.68,0.33,dog
-0.45,0.04,0.37,1.16,-0.4,-1.85,0.52,-0.65,0.49,-1.68,cat
-0.08,-0.09,1.78,-0.31,1.52,0.11,-0.86,1.07,-1.25,-0.23,cat
-0.16,0.34,-2.29,-0.8,1.31,-0.12,0.19,-1.67,-1.14,-1.06,rabbit
0.04,0.33,-0.76,0.48,1.12,0.68,0.02,-0.33,1.22,0.59,dog
-1.3,-0.57,-1.68,0.6,0.34,0.46,1.86,-0.02,-0.46,-0.95,cat
-0.14,0.21,-0.75,-0.54,0.47,1.49,-0.09,0.83,-2.05,-0.89,cat
0.88,0.49,-1.02,-1.35,0.88,0.73,-0.36,-1.2,-1.47,-0.69,cat
0.54,0.96,-2.06,-1.21,-0.34,0.49,-1.04,-0.31,-0.98,0.52,cat
-0.93,-0.24,-0.67,-1.05,0.65,0.63,0.7,1.1,-0.58,-0.11,dog
1.02,0.29,-0.49,0.13,-1.97,-3.45,0.42,0.66,0.13,0.6,rabbit
0.23,-0.76,1.24,0.85,-0.95,0.13,1.4,1.15,1.09,-0.14,cat
0.96,0.64,-0.28,-1.55,-1.12,-0.52,0.53,-0.55,0.92,-0.31,dog
-1.08,-2.16,0.58,0.84,-0.54,-0.63,0.98,0.85,0.96,0.26,cat
-0.19,0.55,0.19,0.05,-0.42,0.13,-2.03,-0.45,-1.8,0.27,cat
0.28,0.11,-1.56,-0.85,1.15,0.18,0.64,1.02,1.79,-0.64,cat
0.01,-0.84,-1.06,-0.36,0.49,-1.67,-0.77,-0.97,-0.52,-0.78,dog
-1.05,0.94,-0.21,0.71,-0.64,1.96,-0.99,1.43,0.27,1.32,rabbit
0.89,1.47,2.69,-0.75,0.94,-0.49,-1.18,1.25,1.06,1.85,rabbit
0.46,0.23,0.53,-1.68,-0.47,-1.8,-0.64,-0.7,0.09,-0.03,cat
-2.1,-0.23,-1.79,-0.41,-0.24,-0.17,-0.78,0.4,0.13,-0.1,cat
-1.4,0.54,-1.04,-1.0,0.67,1.57,0.43,0.26,0.78,1.67,cat
0.29,-0.15,-0.07,0.17,1.33,-0.39,-0.78,-0.28,-0.39,0.31,dog
